,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
1111,794,24h,Got a new high score in Tetris.,Got a new high score in Tetris.,True,1,achievement,achievement,29633,score tetris
1113,794,3m,I bought a new cellphone.,I bought a new cellphone.,True,1,achievement,achievement,34360,bought cellphone
1115,794,3m,I saw Kong: Skull Island.,I saw Kong: Skull Island.,True,1,leisure,leisure,40433,island kong skull
1127,794,24h,My ebay auction item sold right away.,My ebay auction item sold right away.,True,1,achievement,achievement,84738,auction ebay items sold
1142,1510,3m,I finally went on a date a few days ago with with an amazing girl that I have been wanting to see for a while.,I finally went on a date a few days ago with with an amazing girl that I have been wanting to see for a while.,True,1,affection,affection,70193,amazing date day finally girl
1147,1510,3m,I finally paid off half of my car loan.,I finally paid off half of my car loan.,True,1,achievement,achievement,74587,car finally half loan paid
1151,5732,24h,I picked my daughter up from the airport and we have a fun and good conversation on the way home.,I picked my daughter up from the airport and we have a fun and good conversation on the way home.,True,1,bonding,affection,33,airport conversation daughter fun home picked
1642,36,24h,I found something I had lost weeks before.,I found something I had lost weeks before.,True,1,achievement,achievement,447,found lost weeks
1644,36,24h,I won money from a scratch off ticket.,I won money from a scratch off ticket.,True,1,achievement,achievement,6904,money scratch tickets won
1652,36,24h,I finished house chores early.,I finished house chores early.,True,1,achievement,achievement,12872,chores finished house
1655,36,24h,I purchased a good video game at a discount.,I purchased a good video game at a discount.,True,1,leisure,leisure,15907,discount game purchased video
1664,36,24h,I reieved a package I have been waiting for.,I reieved a package I have been waiting for.,True,1,achievement,achievement,27810,package reieved waiting
1665,36,24h,I finished cleaning the windows in my room.,I finished cleaning the windows in my room.,True,1,achievement,achievement,28803,cleaned finished window
1685,36,3m,I purchased new furniture for my bedroom.,I purchased new furniture for my bedroom.,True,1,achievement,achievement,60405,bedroom furniture purchased
1686,36,3m,I finished moving a lot of items into a storage facility.,I finished moving a lot of items into a storage facility.,True,1,achievement,achievement,61401,facility finished items moved storage
1694,36,3m,I ate my favorite lunch with my favorite drink.,I ate my favorite lunch with my favorite drink.,True,1,enjoy_the_moment,enjoy_the_moment,69406,ate drink favorite favorite lunch
1696,36,3m,I won an online raffle.,I won an online raffle.,True,1,achievement,achievement,71392,online raffle won
1698,36,3m,I finished repainting something that was in need of repair.,I finished repainting something that was in need of repair.,True,1,achievement,achievement,73299,finished repainted repair
1735,4109,24h,I got to see a very good old friend that came over at my daughter's birthday.,I got to see a very good old friend that came over at my daughter's birthday.,True,1,bonding,bonding,449,birthday daughter friend
1736,4109,3m,I have started working more from home and have more freedom.,I have started working more from home and have more freedom.,True,1,achievement,achievement,39633,freedom home started
1793,389,24h,I went shopping,I went shopping,True,1,leisure,leisure,51,shopping
1794,389,24h,My daughter visited me at evening,My daughter visited me at evening,True,1,affection,affection,251,daughter evening visit
1809,389,24h,I meet my son and ate a lunch with him,I meet my son and ate a lunch with him,True,1,affection,affection,17524,ate lunch meet son
1820,389,3m,I meet my daughter special one,I meet my daughter special one,True,1,affection,affection,55239,daughter meet special
1827,389,3m,I meet my son girlfriend,I meet my son girlfriend,True,1,affection,affection,61912,girlfriend meet son
1835,389,24h,I went at casino,I went at casino,True,1,leisure,leisure,81182,casino
1838,389,24h,i went shopping,i went shopping,True,1,leisure,leisure,90453,shopping
1840,389,24h,i was at park,i was at park,True,1,leisure,leisure,92437,park
1859,383,24h,I bought a new TV,I bought a new TV,True,1,achievement,achievement,54,bought tv
1869,383,24h,I bought a new pair of shoes,I bought a new pair of shoes,True,1,achievement,achievement,7355,bought pair shoes
1872,383,24h,I went at the park with my niece,I went at the park with my niece,True,1,affection,affection,11496,niece park
1873,383,24h,"I was at casino with my wife, and had a very good evening there","I was at casino with my wife, and had a very good evening there",True,1,affection,affection,12487,casino evening wife
1876,383,24h,I fixed my car problems,I fixed my car problems,True,1,achievement,achievement,18517,car fixed
1878,383,24h,I fixed my washing machine,I fixed my washing machine,True,1,achievement,achievement,25636,fixed machine washed
1883,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,39538,bought home
1885,383,3m,I meet my son grilfriend,I meet my son girlfriend,False,1,affection,affection,43524,girlfriend meet son
1890,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,56234,bought home
1893,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,58323,bought home
1895,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,60919,bought home
1897,383,3m,I meet my nephew after some years,I meet my nephew after some years,True,1,affection,affection,62907,meet nephew
1898,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,63997,bought home
1899,383,3m,I meet my niece,I meet my niece,True,1,affection,affection,64987,meet niece
1900,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,65979,bought home
1901,383,3m,I bought a new home,I bought a new home,True,1,achievement,achievement,67240,bought home
1906,383,24h,I went shopping,I went shopping,True,1,leisure,leisure,83172,shopping
2195,1377,24h,I slow cooked a chuck roast on my stove that came out great.,I slow cooked a chuck roast on my stove that came out great.,True,1,achievement,achievement,63,chuck cooked roast slow stove
2203,1377,24h,I saw a movie that I had been meaning to see for awhile but haven't had the time.,I saw a movie that I had been meaning to see for awhile but haven't had the time.,True,1,leisure,leisure,12794,awhile havent means movie time
2213,1377,3m,"After two weeks of new employee orientation, I was finally able to do take on my new jobs responsibilities.","After two weeks of new employee orientation, I was finally able to do take on my new jobs responsibilities.",True,1,achievement,achievement,45671,employee finally job orientation responsibility weeks
2214,1377,3m,My NHL team won its first round playoff series.,My NHL team won its first round playoff series.,True,1,achievement,achievement,47661,nhl playoffs round series team won
2329,2646,24h,"I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy","I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy",True,1,affection,affection,467,house positive school son teacher told
2331,2646,24h,yesterday my son ride my bike its made me happy,yesterday my son ride my bike its made me happy,True,1,affection,affection,9129,bike ride son
2334,2794,24h,"While buying medicine from a regular pharmacy store, I came to know that I had some unused points from my old purchases, so I did not have to pay anything for medicine I bought.","While buying medicine from a regular pharmacy store, I came to know that I had some unused points from my old purchases, so I did not have to pay anything for medicine I bought.",True,1,enjoy_the_moment,achievement,268,bought buy medicine medicine pay pharmacy purchased regular store unused
2336,2794,24h,Had a nice time yesterday evening at my friend's house. I met him after long time. A kind of weekend party with few drinks with some old memories,Had a nice time yesterday evening at my friend's house. I met him after long time. A kind of weekend party with few drinks with some old memories,True,3,bonding,bonding,8704,drink evening friend house memories met nice party time time weekend
2337,2794,24h,My niece has won quiz event at her school. She is at my house this morning to show her prize and I am just happy with her.,My niece has won quiz event at her school. She is at my house this morning to show her prize and I am just happy with her.,True,2,affection,affection,9004,event house morning niece prize quiz school won
2372,1020,24h,I lost 2 kgs of weight after a month long effort I had put to achieve it.,I lost 2 kgs of weight after a month long effort I had put to achieve it.,True,1,achievement,achievement,73,achieved effort kgs lost weight
2374,1020,24h,My long time best friend came to visit me with family after so many years.,My long time best friend came to visit me with family after so many years.,True,1,bonding,bonding,473,family friend time visit
2380,1020,24h,A cat gave birth to kittens in my apartment and they are really adorable. My kids love to play with them and cuddle them. That make me feel happy.,A cat gave birth to kittens in my apartment and they are really adorable. My kids love to play with them and cuddle them. That make me feel happy.,True,3,affection,affection,8457,adorable apartment birth cat cuddled feel kids kitten love played
2410,330,24h,I had the weekly high score in an online game that I play with friends.,I had the weekly high score in an online game that I play with friends.,True,1,achievement,bonding,7756,friend game online played score weeks
2429,330,3m,I met some friends for dinner and drinks followed by watching a live band.,I met some friends for dinner and drinks followed by watching a live band.,True,1,bonding,bonding,60358,band dinner drink friend live met watched
2433,330,3m,My teenage daughter finished her hardest exams to complete her junior year of high school and she was very talkative to me about it.,My teenage daughter finished her hardest exams to complete her junior year of high school and she was very talkative to me about it.,True,1,affection,affection,64633,completed daughter exam finished hardest junior school talkative teenage
2435,330,3m,On Monday night I attended an awards ceremony at my teenage daughter's high school and she won numerous top academic awards.,On Monday night I attended an awards ceremony at my teenage daughter's high school and she won numerous top academic awards.,True,1,affection,affection,69394,academic attended award award ceremony daughter monday night numerous school teenage top won
2438,330,3m,My boss recognized my hard thorough hard work today as he told me to keep it up.,My boss recognized my hard thorough hard work today as he told me to keep it up.,True,1,achievement,achievement,72299,boss hard hard recognized told
2440,330,3m,I had knee surgery in January and was able to ride my bicycle the past two days for a combined 35 miles.,I had knee surgery in January and was able to ride my bicycle the past two days for a combined 35 miles.,True,1,achievement,achievement,74289,bicycle combination day january knee miles ride surgery
2454,330,24h,My teenage daughter helped me cook dinner and we enjoyed our meal together while talking about our day.,My teenage daughter helped me cook dinner and we enjoyed our meal together while talking about our day.,True,1,affection,affection,94781,cooked daughter day dinner enjoyed helped meal talked teenage
2561,524,24h,"It was the day after spring break, and my son fell asleep very late and had a hard time waking up today. I asked him if he was tired at school and he said he fell asleep in art, but the teacher didn't catch him, which made me smile by the honesty.","It was the day after spring break, and my son fell asleep very late and had a hard time waking up today. I asked him if he was tired at school and he said he fell asleep in art, but the teacher didn't catch him, which made me smile by the honesty.",True,2,affection,affection,16416,art asleep asleep break catch day didnt fell fell hard honesty late school smile son spring teacher time tired wake
2580,524,3m,"I received a great homemade ""Greatest Dad"" card from my youngest son.","I received a great homemade ""Greatest Dad"" card from my youngest son.",True,1,affection,affection,61803,card dad homemade received son
2585,524,3m,I dropped my Mom and sister off at the airport and we had a great conversation during the hour long drive.,I dropped my Mom and sister off at the airport and we had a great conversation during the hour long drive.,True,1,affection,affection,75326,airport conversation drive dropped hours mom sister
2968,1833,24h,My wife woke me up by rubbing my ass and whispered that this was going to be a very good day for me,My wife woke me up by rubbing my ass and whispered that this was going to be a very good day for me,True,1,affection,affection,15428,ass day rub whispered wife woke
3379,5046,24h,My son sang a song for me.,My son sang a song for me.,True,1,affection,affection,499,sang son song
3584,3147,3m,"Spending Songkran (Thai New Year) with family and friends, having lots to eat and a giant water fight.","Spending Songkran (Thai New Year) with family and friends, having lots to eat and a giant water fight.",True,1,affection,affection,38825,eat family fight friend giant lots songkran spend thai water
3660,13,24h,Yesterday I along with my wife roamed all over the city. We felt romantic.,Yesterday I along with my wife roamed all over the city. We felt romantic.,True,2,affection,affection,13075,city roam romantic wife
3661,13,24h,My wife bought one shirt for me and I was happy to get it.,My wife bought one shirt for me and I was happy to get it.,True,1,affection,affection,13970,bought shirt wife
3662,13,24h,I saw one of my old friends yesterday and he said that I look young.,I saw one of my old friends yesterday and he said that I look young.,True,1,bonding,bonding,14862,friend
3667,13,24h,"Yesterday night there was a birthday party of my friend, we enjoyed it much.","Yesterday night there was a birthday party of my friend, we enjoyed it much.",True,1,bonding,bonding,19668,birthday enjoyed friend night party
3668,13,24h,It rained today and it reduced the temperature.,It rained today and it reduced the temperature.,True,1,nature,nature,20464,rain reduced temperature
3679,13,3m,I remodeled my garden last month. My friends appreciated for my idea.,I remodeled my garden last month. My friends appreciated for my idea.,True,2,achievement,achievement,42766,appreciated friend garden idea remodel
3686,13,3m,It is summer here and our well was completely empty. Last night it rained and now there is water in it.,It is summer here and our well was completely empty. Last night it rained and now there is water in it.,True,2,nature,nature,54117,completed empty night rain summer water
3700,13,3m,My son got good grades in exams. He is the topper in his batch.,My son got good grades in exams. He is the topper in his batch.,True,2,affection,affection,71145,batch exam grade son topper
3707,13,3m,"My friend went for a tour and he bought me some honey, which is a pure variety. I am happy that you bought something for me.","My friend went for a tour and he bought me some honey, which is a pure variety. I am happy that you bought something for me.",True,2,bonding,bonding,77258,bought bought friend honey pure tour variety
3711,13,24h,Yesterday it was the birthday of my friend. We celebrated it happily.,Yesterday it was the birthday of my friend. We celebrated it happily.,True,2,bonding,bonding,90399,birthday celebrated friend happily
3714,13,24h,yesterday I had a fight with my son. But after a few minutes he came and hugged me. I was so happy.,yesterday I had a fight with my son. But after a few minutes he came and hugged me. I was so happy.,True,3,affection,affection,93570,fight hug minutes son
3743,24,24h,In the past 24 hrs we all friends plan a prank n fool my one friend n this plan worked out so well that she was been fooled .it was fun to play a prank on the 1st April .,In the past 24 hrs we all friends plan a prank n fool my one friend n this plan worked out so well that she was been fooled .it was fun to play a prank on the 1st April .,True,1,bonding,bonding,11849,april fools fools friend friend fun hrs planned planned played prank prank st
3750,24,24h,In the past 24 hrs I went for snacks with my friend on a two wheelers .it was fun to go for a ride on a bike .we had a good time eating n gossiping .,In the past 24 hrs I went for snacks with my friend on a two wheelers .it was fun to go for a ride on a bike .we had a good time eating n gossiping .,True,1,bonding,bonding,19087,bike eat friend fun gossip hrs ride snack time wheeler
3755,24,24h,Yesterday i went for my nephews birthday party n i spend time with my family .i feel happy to spend time with my family .,Yesterday i went for my nephews birthday party n i spend time with my family .i feel happy to spend time with my family .,True,1,affection,affection,23652,birthday family family feel nephew party spend spend time time
3789,24,3m,In the past 3mth I went to Goa for vacation with my friends n had a blast .we enjoyed in the beaches,In the past 3mth I went to Goa for vacation with my friends n had a blast .we enjoyed in the beaches,True,1,bonding,bonding,78455,beach blast enjoyed friend goa mth vacation
3794,24,24h,In the past 24 hours I went for shopping with my mom n sister n did lots of shopping,In the past 24 hours I went for shopping with my mom n sister n did lots of shopping,True,1,affection,affection,83264,hours lots mom shopping shopping sister
3801,24,24h,In the past 24 hour I had kept my fashion designing exhibition n I sold many dress in that exhibition.i am so happy to get such a nice response,In the past 24 hour I had kept my fashion designing exhibition n I sold many dress in that exhibition.i am so happy to get such a nice response,True,1,achievement,achievement,96728,design dress exhibition exhibitioni fashion hours nice responsibility sold
3868,2029,24h,When me and my wife shared pleasures. Both of us were very happy.,When me and my wife shared pleasures. Both of us were very happy.,True,2,affection,affection,319,pleasure share wife
3872,2029,24h,I was informed that my wife got a 6% pay increase which is  a lot compared to the usual 1.5% most employees usually get so I was very happy and proud of her.,I was informed that my wife got a 6% pay increase which is  a lot compared to the usual 1.5% most employees usually get so I was very happy and proud of her.,True,1,achievement,affection,4359,compared employee increase informed pay proud usual wife
3998,3009,24h,My husband has more problem in his office for the last 10 days.  Yesterday only we got the solution.  Really i thank GOD for his help.,My husband has more problem in his office for the last 10 days.  Yesterday only we got the solution.  Really i thank GOD for his help.,True,3,affection,affection,100114,day god husband office solution
4278,6667,24h,"I got up very early, before daylight, and went outside to fly one of my RC quadcopters which is equipped with LED lights. While the lights make it very easy to see and orient the quadcopter, it is still somewhat difficult to see trees and other obstructions in my yard.  I was able to fly for just over 10 minutes all around my yard, over my home and our over my neighbor's yard (I have permission).  Flying in total darkness is challenging and super fun.","I got up very early, before daylight, and went outside to fly one of my RC quadcopters which is equipped with LED lights. While the lights make it very easy to see and orient the quadcopter, it is still somewhat difficult to see trees and other obstructions in my yard.  I was able to fly for just over 10 minutes all around my yard, over my home and our over my neighbor's yard (I have permission).  Flying in total darkness is challenging and super fun.",True,4,achievement,achievement,331,challenge dark daylight difficult easy equipment flying flying flying fun home led light light minutes neighbor obstruction orientation permission quadcopter quadcopter rc super totally tree yard yard yard
4284,4714,3m,My son is studying 10th Standard in nearby school. Now he is in summer holidays. One day he asked me and came to office and supported me in all the ways. I respect his advises also. It make me more happy about how he experiencing and how he co-operated with others.  His thinking is very intelligent and he gave me a different perception.,My son is studying 10th Standard in nearby school. Now he is in summer holidays. One day he asked me and came to office and supported me in all the ways. I respect his advises also. It make me more happy about how he experiencing and how he co-operated with others.  His thinking is very intelligent and he gave me a different perception.,True,6,affection,affection,49103,advised cooperative day experienced holiday intelligent nearby office perception respect school son standard study summer support thinking
4296,600,24h,My husband bought my favourite sweet that really made me very happy,My husband bought my favourite sweet that really made me very happy,True,1,affection,affection,335,bought favourite husband sweet
4297,600,24h,"After a long time, today my cousin came home surprisingly that made my day !","After a long time, today my cousin came home surprisingly that made my day !",True,1,affection,affection,535,cousin day home surprise time
4301,600,24h,"I had applied for a scholarship for one of my online course and didnt receive any message from the university reg that.But today morning when the postman handed over the cover, it was from the university that I had been granted a scholarship making me very happy !","I had applied for a scholarship for one of my online course and didnt receive any message from the university reg that.But today morning when the postman handed over the cover, it was from the university that I had been granted a scholarship making me very happy !",True,1,achievement,achievement,6327,applied covered didnt granted hand message morning online postman received reg scholarship scholarship thatbut university university
4305,600,24h,I was passing through the busy road and saw a dog sitting feeble at the end of the road.I felt he was sick.he couldnt walk .I bought a bun and fed him.He wagged his tail and i think he showed gratitude and I felt very very happy!,I was passing through the busy road and saw a dog sitting feeble at the end of the road.I felt he was sick.he couldnt walk .I bought a bun and fed him.He wagged his tail and i think he showed gratitude and I felt very very happy!,True,1,affection,affection,9118,bought bun business couldnt dog fed feeble gratitude himhe passed road roadi sickhe sitting tail wagging walk
4314,600,3m,Today I prepared Tiramissu for the first time by watching youtube.It turned out very well ! Iam so happy !,Today I prepared Tiramissu for the first time by watching youtube.It turned out very well ! Iam so happy !,True,2,achievement,achievement,35210,iam prepared time tiramissu watched youtubeit
4476,12580,24h,One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,One last azalea bloom came out today and I was happy to see it because all of the other flowers were killed by a late frost a few weeks back.,True,1,nature,nature,345,azalea blooming flowers frosting killed late weeks
4478,229,24h,I finally mastered how to make crispy tofu.,I finally mastered how to make crispy tofu.,True,1,achievement,achievement,146,crispy finally masters tofu
4483,229,24h,I had no major commitments today and got to relax.,I had no major commitments today and got to relax.,True,1,leisure,leisure,14955,committed major relax
4484,229,24h,I had a delicious California burrito for lunch.,I had a delicious California burrito for lunch.,True,1,leisure,enjoy_the_moment,16323,burrito california delicious lunch
4491,229,24h,It stopped raining during my drive home.,It stopped raining during my drive home.,True,1,nature,nature,22452,drive home rain stopped
4494,229,24h,I made delicious soup dumplings.,I made delicious soup dumplings.,True,1,achievement,achievement,25305,delicious dumplings soup
4499,229,3m,Baseball season started again.,Baseball season started again.,True,1,enjoy_the_moment,leisure,31617,baseball season started
4500,229,3m,I've started cooking more at home and have mastered some great dishes.,I've started cooking more at home and have mastered some great dishes.,True,1,achievement,achievement,34597,cooked dish home ive masters started
4502,229,3m,"The sweetest feral cat started showing up in my yard, and I've been feeding her.","The sweetest feral cat started showing up in my yard, and I've been feeding her.",True,1,affection,affection,45816,cat feed feral ive started sweetest yard
4510,229,3m,My hair has been really soft and manageable lately.,My hair has been really soft and manageable lately.,True,1,achievement,achievement,56751,hair managed soft
4511,229,3m,"I found out that I qualify to do Invisalign, instead of needing traditional metal braces.","I found out that I qualify to do Invisalign, instead of needing traditional metal braces.",True,1,achievement,achievement,58206,braces found invisalign metal qualified tradition
4525,229,3m,"I made beef wellington, and it didn't end up soggy.","I made beef wellington, and it didn't end up soggy.",True,1,achievement,achievement,77739,beef didnt soggy wellington
4533,229,24h,It didn't start raining until after I got home from work.,It didn't start raining until after I got home from work.,True,1,nature,nature,89043,didnt home rain started
4541,496,24h,After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),After 3 long weeks of deep snow covered ground we finally had enough warm days in the Northeast for the snow to melt and I was able to start my day with a fantastic hike up the Appalachian trail that runs nearby my home. I felt as though my entire life suddenly came back into balance after being held back for weeks due to the enormous amount of snowfall :),True,2,nature,nature,147,amount appalachian balance covered day day deep due enormous entire fantastic finally ground held hike home life melted nearby northeast run snow snow snowfall started suddenly trail warm weeks weeks
4542,496,24h,"I was able to find time to go have my hair cut, something I have been putting off all month and it looks great!","I was able to find time to go have my hair cut, something I have been putting off all month and it looks great!",True,1,leisure,achievement,347,cut hair putting time
4549,496,24h,I took an extended lunch break yesterday and met up with an old friend to catch up on our lives and hear about his new home and children.,I took an extended lunch break yesterday and met up with an old friend to catch up on our lives and hear about his new home and children.,True,1,bonding,bonding,18554,break catch children extended friend hear home live lunch met
4555,496,3m,I spent time with my elderly Uncle who is in hospice and had a wonderful conversation for the entire afternoon,I spent time with my elderly Uncle who is in hospice and had a wonderful conversation for the entire afternoon,True,1,affection,affection,43883,afternoon conversation elderly entire hospice spent time uncle wonderful
4557,496,3m,Helped a good friend move. I almost didn't make it but thankfully I did because other people did not show up to help so she was extremely grateful and it made our friendship stronger.,Helped a good friend move. I almost didn't make it but thankfully I did because other people did not show up to help so she was extremely grateful and it made our friendship stronger.,True,2,bonding,bonding,47460,didnt extremely friend friendship grateful helped moved people stronger thanked
4581,496,24h,Ended my day by taking some spare time and watching an old comedy movie I have no seen in years.,Ended my day by taking some spare time and watching an old comedy movie I have no seen in years.,True,1,leisure,leisure,95061,comedy day movie spare taking time watched
4614,802,3m,My wife and me went to nearby town on the way a man was walking with bike. I asked him. He said that there is no petrol in the bike. I dropped 500 ml petrol from my bike and gave him. He was happy. He had to reach petrol bunt 5 KM.,My wife and me went to nearby town on the way a man was walking with bike. I asked him. He said that there is no petrol in the bike. I dropped 500 ml petrol from my bike and gave him. He was happy. He had to reach petrol bunt 5 KM.,True,6,affection,affection,34414,bike bike bike bunt dropped km ml nearby petrol petrol petrol reached town walk wife
4617,1983,24h,I got my computer fixed finally.Now i can get back to doing the things i need to get done.,I got my computer fixed finally.Now i can get back to doing the things i need to get done.,True,1,achievement,achievement,349,computer finallynow fixed
4619,1983,24h,I got praised by my boss for doing a good job this morning.,I got praised by my boss for doing a good job this morning.,True,1,achievement,achievement,24975,boss job morning praised
4624,1983,3m,i got praise from my boss for doing well at my job.,i got praise from my boss for doing well at my job.,True,1,achievement,achievement,36786,boss job praised
4658,4002,3m,Today I got my new sunglasses which I ordered from Amazon. This make me happy.,Today I got my new sunglasses which I ordered from Amazon. This make me happy.,True,2,enjoy_the_moment,achievement,32157,amazon sunglasses
4660,4002,3m,"On Monday I attend birthday of my close friend where we enjoy drinks, eat delicious food and dance. This make me happy.","On Monday I attend birthday of my close friend where we enjoy drinks, eat delicious food and dance. This make me happy.",True,2,bonding,bonding,38114,attended birthday close dance delicious drink eat enjoyed food friend monday
4826,503,24h,Satisfying and fast training run on a beautiful cool spring evening.,Satisfying and fast training run on a beautiful cool spring evening.,True,1,exercise,exercise,16548,beautiful cool evening fast run satisfying spring training
4827,503,24h,"Dinner & wine with Dad & wife, catching up with them about their latest travels around Spain.","Dinner & wine with Dad & wife, catching up with them about their latest travels around Spain.",True,1,affection,affection,17543,catch dad dinner spain travel wife wine
4828,503,24h,"Lunch hour wandering around Oxford on a warm, sunny day","Lunch hour wandering around Oxford on a warm, sunny day",True,1,nature,nature,18535,day hours lunch oxford sunny wandering warm
4838,503,3m,"Enjoyed a village spring fair on our holiday Monday. It seemed like the whole town had turned out and there were loads of shows, races and good things to eat and drink.","Enjoyed a village spring fair on our holiday Monday. It seemed like the whole town had turned out and there were loads of shows, races and good things to eat and drink.",True,2,enjoy_the_moment,enjoy_the_moment,40907,drink eat enjoyed fair holiday load monday race spring town village
